1,4,7,8,13,17,18,78
19,HS-grad,Other-service,Own-child,30,19 Other-service,19 Own-child,Other-service Own-child
31,Bachelors,Prof-specialty,Husband,40,31 Prof-specialty,31 Husband,Prof-specialty Husband
53,HS-grad,Craft-repair,Husband,40,53 Craft-repair,53 Husband,Craft-repair Husband
47,Some-college,Prof-specialty,Husband,20,47 Prof-specialty,47 Husband,Prof-specialty Husband
27,Doctorate,Adm-clerical,Own-child,40,27 Adm-clerical,27 Own-child,Adm-clerical Own-child
22,HS-grad,Tech-support,Not-in-family,40,22 Tech-support,22 Not-in-family,Tech-support Not-in-family
29,HS-grad,Sales,Wife,40,29 Sales,29 Wife,Sales Wife
52,HS-grad,Sales,Unmarried,40,52 Sales,52 Unmarried,Sales Unmarried
32,Assoc-voc,Craft-repair,Own-child,46,32 Craft-repair,32 Own-child,Craft-repair Own-child
23,HS-grad,Sales,Not-in-family,40,23 Sales,23 Not-in-family,Sales Not-in-family
27,Some-college,Adm-clerical,Own-child,20,27 Adm-clerical,27 Own-child,Adm-clerical Own-child
53,HS-grad,Machine-op-inspct,Not-in-family,40,53 Machine-op-inspct,53 Not-in-family,Machine-op-inspct Not-in-family
18,HS-grad,Handlers-cleaners,Own-child,20,18 Handlers-cleaners,18 Own-child,Handlers-cleaners Own-child
41,Bachelors,Sales,Unmarried,30,41 Sales,41 Unmarried,Sales Unmarried
27,HS-grad,Machine-op-inspct,Wife,40,27 Machine-op-inspct,27 Wife,Machine-op-inspct Wife
30,Some-college,Sales,Own-child,40,30 Sales,30 Own-child,Sales Own-child
41,HS-grad,Tech-support,Unmarried,40,41 Tech-support,41 Unmarried,Tech-support Unmarried
21,Some-college,Adm-clerical,Not-in-family,30,21 Adm-clerical,21 Not-in-family,Adm-clerical Not-in-family
58,HS-grad,Other-service,Unmarried,40,58 Other-service,58 Unmarried,Other-service Unmarried
45,Bachelors,Protective-serv,Not-in-family,40,45 Protective-serv,45 Not-in-family,Protective-serv Not-in-family
40,10th,Transport-moving,Own-child,40,40 Transport-moving,40 Own-child,Transport-moving Own-child
21,Some-college,Adm-clerical,Not-in-family,40,21 Adm-clerical,21 Not-in-family,Adm-clerical Not-in-family
29,Bachelors,Prof-specialty,Not-in-family,40,29 Prof-specialty,29 Not-in-family,Prof-specialty Not-in-family
50,Assoc-voc,Other-service,Wife,40,50 Other-service,50 Wife,Other-service Wife
26,HS-grad,Craft-repair,Husband,40,26 Craft-repair,26 Husband,Craft-repair Husband
23,HS-grad,Handlers-cleaners,Other-relative,40,23 Handlers-cleaners,23 Other-relative,Handlers-cleaners Other-relative
27,Bachelors,Tech-support,Own-child,40,27 Tech-support,27 Own-child,Tech-support Own-child
36,Bachelors,Adm-clerical,Not-in-family,40,36 Adm-clerical,36 Not-in-family,Adm-clerical Not-in-family
22,HS-grad,Adm-clerical,Other-relative,40,22 Adm-clerical,22 Other-relative,Adm-clerical Other-relative
37,Some-college,Other-service,Own-child,40,37 Other-service,37 Own-child,Other-service Own-child
54,Bachelors,Transport-moving,Husband,40,54 Transport-moving,54 Husband,Transport-moving Husband
36,HS-grad,Farming-fishing,Unmarried,50,36 Farming-fishing,36 Unmarried,Farming-fishing Unmarried
44,Assoc-voc,Exec-managerial,Husband,40,44 Exec-managerial,44 Husband,Exec-managerial Husband
38,Some-college,Protective-serv,Husband,40,38 Protective-serv,38 Husband,Protective-serv Husband
49,Some-college,Craft-repair,Not-in-family,40,49 Craft-repair,49 Not-in-family,Craft-repair Not-in-family
18,11th,Handlers-cleaners,Own-child,12,18 Handlers-cleaners,18 Own-child,Handlers-cleaners Own-child
26,Bachelors,Sales,Not-in-family,48,26 Sales,26 Not-in-family,Sales Not-in-family
48,Bachelors,Adm-clerical,Husband,45,48 Adm-clerical,48 Husband,Adm-clerical Husband
32,11th,Machine-op-inspct,Wife,40,32 Machine-op-inspct,32 Wife,Machine-op-inspct Wife
35,HS-grad,Tech-support,Own-child,40,35 Tech-support,35 Own-child,Tech-support Own-child
40,HS-grad,Adm-clerical,Not-in-family,45,40 Adm-clerical,40 Not-in-family,Adm-clerical Not-in-family
40,HS-grad,Craft-repair,Husband,40,40 Craft-repair,40 Husband,Craft-repair Husband
42,Prof-school,Prof-specialty,Husband,72,42 Prof-specialty,42 Husband,Prof-specialty Husband
30,HS-grad,Sales,Husband,40,30 Sales,30 Husband,Sales Husband
19,Some-college,Sales,Own-child,20,19 Sales,19 Own-child,Sales Own-child
36,Assoc-acdm,Sales,Husband,60,36 Sales,36 Husband,Sales Husband
31,HS-grad,Sales,Not-in-family,40,31 Sales,31 Not-in-family,Sales Not-in-family
50,Assoc-acdm,Exec-managerial,Husband,60,50 Exec-managerial,50 Husband,Exec-managerial Husband
38,HS-grad,Craft-repair,Not-in-family,40,38 Craft-repair,38 Not-in-family,Craft-repair Not-in-family
35,Some-college,Prof-specialty,Husband,50,35 Prof-specialty,35 Husband,Prof-specialty Husband
45,Bachelors,Prof-specialty,Husband,40,45 Prof-specialty,45 Husband,Prof-specialty Husband
29,10th,Sales,Unmarried,40,29 Sales,29 Unmarried,Sales Unmarried
41,Some-college,Craft-repair,Not-in-family,46,41 Craft-repair,41 Not-in-family,Craft-repair Not-in-family
33,Prof-school,Prof-specialty,Not-in-family,50,33 Prof-specialty,33 Not-in-family,Prof-specialty Not-in-family
49,Some-college,Other-service,Not-in-family,60,49 Other-service,49 Not-in-family,Other-service Not-in-family
28,Some-college,Exec-managerial,Husband,40,28 Exec-managerial,28 Husband,Exec-managerial Husband
49,Bachelors,Protective-serv,Husband,40,49 Protective-serv,49 Husband,Protective-serv Husband
27,HS-grad,Machine-op-inspct,Own-child,40,27 Machine-op-inspct,27 Own-child,Machine-op-inspct Own-child
47,HS-grad,Exec-managerial,Husband,32,47 Exec-managerial,47 Husband,Exec-managerial Husband
42,Doctorate,Exec-managerial,Not-in-family,40,42 Exec-managerial,42 Not-in-family,Exec-managerial Not-in-family
30,HS-grad,Exec-managerial,Not-in-family,60,30 Exec-managerial,30 Not-in-family,Exec-managerial Not-in-family
37,HS-grad,Craft-repair,Husband,40,37 Craft-repair,37 Husband,Craft-repair Husband
37,Doctorate,Prof-specialty,Wife,35,37 Prof-specialty,37 Wife,Prof-specialty Wife
51,HS-grad,Sales,Not-in-family,38,51 Sales,51 Not-in-family,Sales Not-in-family
27,HS-grad,Other-service,Husband,40,27 Other-service,27 Husband,Other-service Husband
53,HS-grad,Sales,Not-in-family,40,53 Sales,53 Not-in-family,Sales Not-in-family
45,HS-grad,Craft-repair,Not-in-family,40,45 Craft-repair,45 Not-in-family,Craft-repair Not-in-family
37,Bachelors,Prof-specialty,Husband,45,37 Prof-specialty,37 Husband,Prof-specialty Husband
40,Bachelors,Prof-specialty,Not-in-family,40,40 Prof-specialty,40 Not-in-family,Prof-specialty Not-in-family
54,Masters,Prof-specialty,Husband,40,54 Prof-specialty,54 Husband,Prof-specialty Husband
47,HS-grad,Exec-managerial,Husband,42,47 Exec-managerial,47 Husband,Exec-managerial Husband
35,HS-grad,Other-service,Husband,40,35 Other-service,35 Husband,Other-service Husband
33,HS-grad,Machine-op-inspct,Husband,40,33 Machine-op-inspct,33 Husband,Machine-op-inspct Husband
28,Some-college,Adm-clerical,Other-relative,40,28 Adm-clerical,28 Other-relative,Adm-clerical Other-relative
39,Bachelors,Exec-managerial,Wife,55,39 Exec-managerial,39 Wife,Exec-managerial Wife
25,HS-grad,noValueSetHere123156456,Own-child,40,25 noValueSetHere123156456,25 Own-child,noValueSetHere123156456 Own-child
33,Bachelors,Sales,Husband,40,33 Sales,33 Husband,Sales Husband
34,11th,Other-service,Not-in-family,40,34 Other-service,34 Not-in-family,Other-service Not-in-family
53,HS-grad,Transport-moving,Husband,40,53 Transport-moving,53 Husband,Transport-moving Husband
21,Assoc-acdm,Adm-clerical,Own-child,35,21 Adm-clerical,21 Own-child,Adm-clerical Own-child
31,Doctorate,Exec-managerial,Husband,55,31 Exec-managerial,31 Husband,Exec-managerial Husband
63,HS-grad,Prof-specialty,Husband,45,63 Prof-specialty,63 Husband,Prof-specialty Husband
21,Some-college,Other-service,Own-child,30,21 Other-service,21 Own-child,Other-service Own-child
59,HS-grad,Craft-repair,Husband,40,59 Craft-repair,59 Husband,Craft-repair Husband
50,1st-4th,Prof-specialty,Unmarried,40,50 Prof-specialty,50 Unmarried,Prof-specialty Unmarried
66,HS-grad,noValueSetHere123156456,Wife,20,66 noValueSetHere123156456,66 Wife,noValueSetHere123156456 Wife
19,HS-grad,Transport-moving,Own-child,30,19 Transport-moving,19 Own-child,Transport-moving Own-child
31,Bachelors,Tech-support,Not-in-family,45,31 Tech-support,31 Not-in-family,Tech-support Not-in-family
23,Bachelors,Prof-specialty,Wife,40,23 Prof-specialty,23 Wife,Prof-specialty Wife
45,Assoc-voc,Exec-managerial,Wife,40,45 Exec-managerial,45 Wife,Exec-managerial Wife
35,Bachelors,Prof-specialty,Husband,40,35 Prof-specialty,35 Husband,Prof-specialty Husband
32,Bachelors,Craft-repair,Own-child,40,32 Craft-repair,32 Own-child,Craft-repair Own-child
20,7th-8th,Machine-op-inspct,Other-relative,60,20 Machine-op-inspct,20 Other-relative,Machine-op-inspct Other-relative
38,HS-grad,Exec-managerial,Other-relative,40,38 Exec-managerial,38 Other-relative,Exec-managerial Other-relative
49,HS-grad,Other-service,Wife,8,49 Other-service,49 Wife,Other-service Wife
64,HS-grad,Machine-op-inspct,Not-in-family,40,64 Machine-op-inspct,64 Not-in-family,Machine-op-inspct Not-in-family
60,11th,Transport-moving,Husband,20,60 Transport-moving,60 Husband,Transport-moving Husband
25,Bachelors,Prof-specialty,Not-in-family,50,25 Prof-specialty,25 Not-in-family,Prof-specialty Not-in-family
21,HS-grad,Craft-repair,Not-in-family,35,21 Craft-repair,21 Not-in-family,Craft-repair Not-in-family
26,HS-grad,Priv-house-serv,Other-relative,15,26 Priv-house-serv,26 Other-relative,Priv-house-serv Other-relative
23,Some-college,Adm-clerical,Not-in-family,20,23 Adm-clerical,23 Not-in-family,Adm-clerical Not-in-family
67,Masters,Sales,Husband,48,67 Sales,67 Husband,Sales Husband
24,HS-grad,Sales,Unmarried,30,24 Sales,24 Unmarried,Sales Unmarried
46,1st-4th,Machine-op-inspct,Own-child,40,46 Machine-op-inspct,46 Own-child,Machine-op-inspct Own-child
38,Doctorate,Prof-specialty,Husband,40,38 Prof-specialty,38 Husband,Prof-specialty Husband
20,7th-8th,Machine-op-inspct,Other-relative,40,20 Machine-op-inspct,20 Other-relative,Machine-op-inspct Other-relative
28,Some-college,noValueSetHere123156456,Other-relative,40,28 noValueSetHere123156456,28 Other-relative,noValueSetHere123156456 Other-relative
26,Bachelors,Prof-specialty,Not-in-family,48,26 Prof-specialty,26 Not-in-family,Prof-specialty Not-in-family
58,HS-grad,Machine-op-inspct,Husband,40,58 Machine-op-inspct,58 Husband,Machine-op-inspct Husband
31,Some-college,Other-service,Not-in-family,40,31 Other-service,31 Not-in-family,Other-service Not-in-family
37,Assoc-acdm,Protective-serv,Not-in-family,38,37 Protective-serv,37 Not-in-family,Protective-serv Not-in-family
53,Doctorate,Prof-specialty,Husband,40,53 Prof-specialty,53 Husband,Prof-specialty Husband
45,7th-8th,Machine-op-inspct,Not-in-family,35,45 Machine-op-inspct,45 Not-in-family,Machine-op-inspct Not-in-family
33,HS-grad,Adm-clerical,Not-in-family,50,33 Adm-clerical,33 Not-in-family,Adm-clerical Not-in-family
33,Masters,Protective-serv,Husband,40,33 Protective-serv,33 Husband,Protective-serv Husband
35,HS-grad,Handlers-cleaners,Not-in-family,25,35 Handlers-cleaners,35 Not-in-family,Handlers-cleaners Not-in-family
60,HS-grad,Exec-managerial,Husband,40,60 Exec-managerial,60 Husband,Exec-managerial Husband
21,Some-college,Sales,Own-child,20,21 Sales,21 Own-child,Sales Own-child
38,10th,Craft-repair,Husband,45,38 Craft-repair,38 Husband,Craft-repair Husband
40,Assoc-voc,Craft-repair,Unmarried,40,40 Craft-repair,40 Unmarried,Craft-repair Unmarried
40,Some-college,Sales,Wife,40,40 Sales,40 Wife,Sales Wife
44,Prof-school,Prof-specialty,Husband,70,44 Prof-specialty,44 Husband,Prof-specialty Husband
27,Some-college,Exec-managerial,Husband,60,27 Exec-managerial,27 Husband,Exec-managerial Husband
34,Some-college,Craft-repair,Husband,55,34 Craft-repair,34 Husband,Craft-repair Husband
20,Some-college,noValueSetHere123156456,Own-child,25,20 noValueSetHere123156456,20 Own-child,noValueSetHere123156456 Own-child
49,Some-college,Protective-serv,Husband,40,49 Protective-serv,49 Husband,Protective-serv Husband
37,Some-college,Craft-repair,Husband,50,37 Craft-repair,37 Husband,Craft-repair Husband
52,10th,Transport-moving,Husband,30,52 Transport-moving,52 Husband,Transport-moving Husband
46,Some-college,Machine-op-inspct,Husband,40,46 Machine-op-inspct,46 Husband,Machine-op-inspct Husband
20,Some-college,Machine-op-inspct,Not-in-family,40,20 Machine-op-inspct,20 Not-in-family,Machine-op-inspct Not-in-family
43,HS-grad,Craft-repair,Husband,40,43 Craft-repair,43 Husband,Craft-repair Husband
46,Bachelors,Adm-clerical,Not-in-family,40,46 Adm-clerical,46 Not-in-family,Adm-clerical Not-in-family
25,Some-college,Other-service,Wife,15,25 Other-service,25 Wife,Other-service Wife
48,Bachelors,Adm-clerical,Not-in-family,40,48 Adm-clerical,48 Not-in-family,Adm-clerical Not-in-family
36,Some-college,Protective-serv,Unmarried,55,36 Protective-serv,36 Unmarried,Protective-serv Unmarried
37,HS-grad,Craft-repair,Not-in-family,40,37 Craft-repair,37 Not-in-family,Craft-repair Not-in-family
18,Some-college,noValueSetHere123156456,Own-child,60,18 noValueSetHere123156456,18 Own-child,noValueSetHere123156456 Own-child
42,Masters,Prof-specialty,Husband,50,42 Prof-specialty,42 Husband,Prof-specialty Husband
60,Assoc-acdm,Adm-clerical,Husband,24,60 Adm-clerical,60 Husband,Adm-clerical Husband
37,Some-college,Transport-moving,Husband,55,37 Transport-moving,37 Husband,Transport-moving Husband
44,Assoc-acdm,Tech-support,Not-in-family,40,44 Tech-support,44 Not-in-family,Tech-support Not-in-family
32,10th,Craft-repair,Husband,40,32 Craft-repair,32 Husband,Craft-repair Husband
29,Bachelors,Adm-clerical,Own-child,40,29 Adm-clerical,29 Own-child,Adm-clerical Own-child
42,Masters,Prof-specialty,Husband,35,42 Prof-specialty,42 Husband,Prof-specialty Husband
17,11th,Handlers-cleaners,Own-child,12,17 Handlers-cleaners,17 Own-child,Handlers-cleaners Own-child
41,12th,Other-service,Wife,10,41 Other-service,41 Wife,Other-service Wife
34,Some-college,Exec-managerial,Wife,40,34 Exec-managerial,34 Wife,Exec-managerial Wife
56,10th,Other-service,Unmarried,32,56 Other-service,56 Unmarried,Other-service Unmarried
28,Some-college,Adm-clerical,Own-child,40,28 Adm-clerical,28 Own-child,Adm-clerical Own-child
28,11th,Sales,Own-child,40,28 Sales,28 Own-child,Sales Own-child
19,7th-8th,Transport-moving,Unmarried,25,19 Transport-moving,19 Unmarried,Transport-moving Unmarried
49,Some-college,Tech-support,Husband,40,49 Tech-support,49 Husband,Tech-support Husband
36,Some-college,Other-service,Wife,50,36 Other-service,36 Wife,Other-service Wife
25,Some-college,Transport-moving,Husband,35,25 Transport-moving,25 Husband,Transport-moving Husband
42,Bachelors,Prof-specialty,Not-in-family,40,42 Prof-specialty,42 Not-in-family,Prof-specialty Not-in-family
47,Prof-school,Prof-specialty,Husband,50,47 Prof-specialty,47 Husband,Prof-specialty Husband
26,Some-college,Protective-serv,Husband,40,26 Protective-serv,26 Husband,Protective-serv Husband
35,Some-college,Exec-managerial,Husband,58,35 Exec-managerial,35 Husband,Exec-managerial Husband
37,HS-grad,Craft-repair,Husband,45,37 Craft-repair,37 Husband,Craft-repair Husband
39,HS-grad,Protective-serv,Own-child,48,39 Protective-serv,39 Own-child,Protective-serv Own-child
42,HS-grad,Exec-managerial,Husband,35,42 Exec-managerial,42 Husband,Exec-managerial Husband
41,Some-college,Other-service,Not-in-family,36,41 Other-service,41 Not-in-family,Other-service Not-in-family
23,Some-college,Other-service,Own-child,24,23 Other-service,23 Own-child,Other-service Own-child
31,HS-grad,Tech-support,Husband,40,31 Tech-support,31 Husband,Tech-support Husband
36,Some-college,Protective-serv,Husband,57,36 Protective-serv,36 Husband,Protective-serv Husband
20,Some-college,Prof-specialty,Unmarried,25,20 Prof-specialty,20 Unmarried,Prof-specialty Unmarried
36,Some-college,Machine-op-inspct,Unmarried,45,36 Machine-op-inspct,36 Unmarried,Machine-op-inspct Unmarried
50,HS-grad,Machine-op-inspct,Husband,50,50 Machine-op-inspct,50 Husband,Machine-op-inspct Husband
37,HS-grad,Machine-op-inspct,Own-child,40,37 Machine-op-inspct,37 Own-child,Machine-op-inspct Own-child
25,Bachelors,Farming-fishing,Own-child,50,25 Farming-fishing,25 Own-child,Farming-fishing Own-child
39,Some-college,Other-service,Unmarried,60,39 Other-service,39 Unmarried,Other-service Unmarried
32,HS-grad,Farming-fishing,Wife,40,32 Farming-fishing,32 Wife,Farming-fishing Wife
59,Some-college,Adm-clerical,Not-in-family,35,59 Adm-clerical,59 Not-in-family,Adm-clerical Not-in-family
29,Bachelors,Craft-repair,Husband,45,29 Craft-repair,29 Husband,Craft-repair Husband
50,HS-grad,Transport-moving,Husband,40,50 Transport-moving,50 Husband,Transport-moving Husband
42,Assoc-voc,Sales,Husband,37,42 Sales,42 Husband,Sales Husband
32,Some-college,Prof-specialty,Not-in-family,40,32 Prof-specialty,32 Not-in-family,Prof-specialty Not-in-family
48,Assoc-acdm,Sales,Husband,40,48 Sales,48 Husband,Sales Husband
20,HS-grad,Craft-repair,Husband,35,20 Craft-repair,20 Husband,Craft-repair Husband
50,10th,Craft-repair,Not-in-family,45,50 Craft-repair,50 Not-in-family,Craft-repair Not-in-family
18,Some-college,Craft-repair,Not-in-family,30,18 Craft-repair,18 Not-in-family,Craft-repair Not-in-family
60,Masters,Prof-specialty,Not-in-family,50,60 Prof-specialty,60 Not-in-family,Prof-specialty Not-in-family
60,Some-college,Prof-specialty,Husband,40,60 Prof-specialty,60 Husband,Prof-specialty Husband
42,Masters,Prof-specialty,Not-in-family,22,42 Prof-specialty,42 Not-in-family,Prof-specialty Not-in-family
49,HS-grad,Other-service,Unmarried,35,49 Other-service,49 Unmarried,Other-service Unmarried
35,Some-college,Sales,Wife,40,35 Sales,35 Wife,Sales Wife
30,Assoc-acdm,Sales,Husband,60,30 Sales,30 Husband,Sales Husband
59,Some-college,Exec-managerial,Husband,40,59 Exec-managerial,59 Husband,Exec-managerial Husband
24,HS-grad,Other-service,Not-in-family,50,24 Other-service,24 Not-in-family,Other-service Not-in-family
55,Assoc-acdm,Adm-clerical,Unmarried,40,55 Adm-clerical,55 Unmarried,Adm-clerical Unmarried
19,HS-grad,Adm-clerical,Own-child,20,19 Adm-clerical,19 Own-child,Adm-clerical Own-child
39,HS-grad,Craft-repair,Husband,40,39 Craft-repair,39 Husband,Craft-repair Husband
48,Some-college,Exec-managerial,Unmarried,40,48 Exec-managerial,48 Unmarried,Exec-managerial Unmarried
44,Bachelors,Prof-specialty,Husband,40,44 Prof-specialty,44 Husband,Prof-specialty Husband
21,Some-college,Handlers-cleaners,Own-child,30,21 Handlers-cleaners,21 Own-child,Handlers-cleaners Own-child
23,Bachelors,Tech-support,Own-child,40,23 Tech-support,23 Own-child,Tech-support Own-child
22,Some-college,Other-service,Own-child,30,22 Other-service,22 Own-child,Other-service Own-child
55,Masters,Prof-specialty,Husband,55,55 Prof-specialty,55 Husband,Prof-specialty Husband
19,Some-college,Sales,Not-in-family,40,19 Sales,19 Not-in-family,Sales Not-in-family
23,Some-college,Handlers-cleaners,Not-in-family,25,23 Handlers-cleaners,23 Not-in-family,Handlers-cleaners Not-in-family
46,HS-grad,Transport-moving,Husband,44,46 Transport-moving,46 Husband,Transport-moving Husband
23,Bachelors,Adm-clerical,Not-in-family,23,23 Adm-clerical,23 Not-in-family,Adm-clerical Not-in-family
47,Masters,Exec-managerial,Husband,50,47 Exec-managerial,47 Husband,Exec-managerial Husband
23,Some-college,Sales,Own-child,15,23 Sales,23 Own-child,Sales Own-child
42,Some-college,Other-service,Husband,40,42 Other-service,42 Husband,Other-service Husband
22,Bachelors,Adm-clerical,Own-child,10,22 Adm-clerical,22 Own-child,Adm-clerical Own-child
18,HS-grad,Adm-clerical,Own-child,20,18 Adm-clerical,18 Own-child,Adm-clerical Own-child
37,Bachelors,Exec-managerial,Husband,50,37 Exec-managerial,37 Husband,Exec-managerial Husband
34,9th,Craft-repair,Husband,50,34 Craft-repair,34 Husband,Craft-repair Husband
30,Assoc-acdm,Other-service,Unmarried,40,30 Other-service,30 Unmarried,Other-service Unmarried
62,Some-college,Farming-fishing,Unmarried,50,62 Farming-fishing,62 Unmarried,Farming-fishing Unmarried
51,Some-college,Handlers-cleaners,Husband,40,51 Handlers-cleaners,51 Husband,Handlers-cleaners Husband
34,HS-grad,Other-service,Husband,30,34 Other-service,34 Husband,Other-service Husband
28,Masters,Prof-specialty,Own-child,40,28 Prof-specialty,28 Own-child,Prof-specialty Own-child
56,10th,Handlers-cleaners,Not-in-family,40,56 Handlers-cleaners,56 Not-in-family,Handlers-cleaners Not-in-family
46,HS-grad,Tech-support,Not-in-family,30,46 Tech-support,46 Not-in-family,Tech-support Not-in-family
46,Some-college,Tech-support,Husband,45,46 Tech-support,46 Husband,Tech-support Husband
23,Some-college,Adm-clerical,Own-child,40,23 Adm-clerical,23 Own-child,Adm-clerical Own-child
33,Bachelors,Adm-clerical,Wife,30,33 Adm-clerical,33 Wife,Adm-clerical Wife
27,HS-grad,Other-service,Own-child,40,27 Other-service,27 Own-child,Other-service Own-child
21,Some-college,Adm-clerical,Own-child,20,21 Adm-clerical,21 Own-child,Adm-clerical Own-child
18,HS-grad,noValueSetHere123156456,Own-child,60,18 noValueSetHere123156456,18 Own-child,noValueSetHere123156456 Own-child
36,5th-6th,Machine-op-inspct,Husband,40,36 Machine-op-inspct,36 Husband,Machine-op-inspct Husband
37,Bachelors,Prof-specialty,Not-in-family,36,37 Prof-specialty,37 Not-in-family,Prof-specialty Not-in-family
39,11th,Other-service,Husband,40,39 Other-service,39 Husband,Other-service Husband
36,HS-grad,Transport-moving,Husband,60,36 Transport-moving,36 Husband,Transport-moving Husband
24,Assoc-acdm,Craft-repair,Not-in-family,40,24 Craft-repair,24 Not-in-family,Craft-repair Not-in-family
26,Assoc-acdm,Exec-managerial,Own-child,40,26 Exec-managerial,26 Own-child,Exec-managerial Own-child
37,HS-grad,Sales,Not-in-family,60,37 Sales,37 Not-in-family,Sales Not-in-family
34,HS-grad,Craft-repair,Husband,50,34 Craft-repair,34 Husband,Craft-repair Husband
33,HS-grad,Exec-managerial,Unmarried,40,33 Exec-managerial,33 Unmarried,Exec-managerial Unmarried
33,HS-grad,Protective-serv,Husband,30,33 Protective-serv,33 Husband,Protective-serv Husband
20,HS-grad,Sales,Own-child,8,20 Sales,20 Own-child,Sales Own-child
26,Some-college,Adm-clerical,Unmarried,38,26 Adm-clerical,26 Unmarried,Adm-clerical Unmarried
47,HS-grad,Adm-clerical,Wife,20,47 Adm-clerical,47 Wife,Adm-clerical Wife
17,11th,Sales,Own-child,20,17 Sales,17 Own-child,Sales Own-child
53,Assoc-voc,Exec-managerial,Husband,40,53 Exec-managerial,53 Husband,Exec-managerial Husband
31,Some-college,Sales,Own-child,35,31 Sales,31 Own-child,Sales Own-child
34,11th,Machine-op-inspct,Husband,40,34 Machine-op-inspct,34 Husband,Machine-op-inspct Husband
23,5th-6th,Other-service,Husband,40,23 Other-service,23 Husband,Other-service Husband
39,Bachelors,Craft-repair,Husband,45,39 Craft-repair,39 Husband,Craft-repair Husband
22,HS-grad,noValueSetHere123156456,Own-child,40,22 noValueSetHere123156456,22 Own-child,noValueSetHere123156456 Own-child
21,Some-college,Adm-clerical,Own-child,20,21 Adm-clerical,21 Own-child,Adm-clerical Own-child
40,HS-grad,Adm-clerical,Unmarried,35,40 Adm-clerical,40 Unmarried,Adm-clerical Unmarried
54,Masters,Adm-clerical,Husband,40,54 Adm-clerical,54 Husband,Adm-clerical Husband
32,Bachelors,Prof-specialty,Husband,40,32 Prof-specialty,32 Husband,Prof-specialty Husband
29,HS-grad,Other-service,Wife,40,29 Other-service,29 Wife,Other-service Wife
68,Some-college,noValueSetHere123156456,Unmarried,40,68 noValueSetHere123156456,68 Unmarried,noValueSetHere123156456 Unmarried
27,Bachelors,Protective-serv,Husband,45,27 Protective-serv,27 Husband,Protective-serv Husband
54,Some-college,Exec-managerial,Not-in-family,40,54 Exec-managerial,54 Not-in-family,Exec-managerial Not-in-family
23,HS-grad,Priv-house-serv,Unmarried,40,23 Priv-house-serv,23 Unmarried,Priv-house-serv Unmarried
38,Masters,Exec-managerial,Husband,48,38 Exec-managerial,38 Husband,Exec-managerial Husband
54,HS-grad,Other-service,Wife,35,54 Other-service,54 Wife,Other-service Wife
21,Some-college,Prof-specialty,Own-child,40,21 Prof-specialty,21 Own-child,Prof-specialty Own-child
40,Assoc-voc,Prof-specialty,Not-in-family,42,40 Prof-specialty,40 Not-in-family,Prof-specialty Not-in-family
19,10th,Other-service,Not-in-family,40,19 Other-service,19 Not-in-family,Other-service Not-in-family
21,HS-grad,noValueSetHere123156456,Other-relative,60,21 noValueSetHere123156456,21 Other-relative,noValueSetHere123156456 Other-relative
35,Bachelors,Adm-clerical,Wife,40,35 Adm-clerical,35 Wife,Adm-clerical Wife
39,Some-college,Adm-clerical,Own-child,45,39 Adm-clerical,39 Own-child,Adm-clerical Own-child
38,HS-grad,Other-service,Unmarried,40,38 Other-service,38 Unmarried,Other-service Unmarried
41,12th,Handlers-cleaners,Husband,40,41 Handlers-cleaners,41 Husband,Handlers-cleaners Husband
26,Some-college,Adm-clerical,Not-in-family,40,26 Adm-clerical,26 Not-in-family,Adm-clerical Not-in-family
35,HS-grad,Other-service,Not-in-family,45,35 Other-service,35 Not-in-family,Other-service Not-in-family
70,Some-college,Craft-repair,Husband,25,70 Craft-repair,70 Husband,Craft-repair Husband
45,10th,Sales,Husband,40,45 Sales,45 Husband,Sales Husband
83,HS-grad,Protective-serv,Not-in-family,55,83 Protective-serv,83 Not-in-family,Protective-serv Not-in-family
59,HS-grad,Other-service,Not-in-family,40,59 Other-service,59 Not-in-family,Other-service Not-in-family
18,9th,Other-service,Own-child,15,18 Other-service,18 Own-child,Other-service Own-child
31,HS-grad,Adm-clerical,Husband,40,31 Adm-clerical,31 Husband,Adm-clerical Husband
43,Masters,Prof-specialty,Wife,45,43 Prof-specialty,43 Wife,Prof-specialty Wife
24,Bachelors,Prof-specialty,Not-in-family,40,24 Prof-specialty,24 Not-in-family,Prof-specialty Not-in-family
33,Assoc-voc,Machine-op-inspct,Husband,50,33 Machine-op-inspct,33 Husband,Machine-op-inspct Husband
48,Masters,Prof-specialty,Not-in-family,52,48 Prof-specialty,48 Not-in-family,Prof-specialty Not-in-family
27,Bachelors,Exec-managerial,Husband,40,27 Exec-managerial,27 Husband,Exec-managerial Husband
41,HS-grad,Craft-repair,Husband,40,41 Craft-repair,41 Husband,Craft-repair Husband
25,HS-grad,Other-service,Wife,25,25 Other-service,25 Wife,Other-service Wife
53,HS-grad,Transport-moving,Not-in-family,40,53 Transport-moving,53 Not-in-family,Transport-moving Not-in-family
66,Prof-school,Prof-specialty,Husband,50,66 Prof-specialty,66 Husband,Prof-specialty Husband
31,Some-college,Craft-repair,Husband,40,31 Craft-repair,31 Husband,Craft-repair Husband
30,Bachelors,Adm-clerical,Not-in-family,40,30 Adm-clerical,30 Not-in-family,Adm-clerical Not-in-family
22,HS-grad,Transport-moving,Not-in-family,40,22 Transport-moving,22 Not-in-family,Transport-moving Not-in-family
